"今天夜间开始我区风力逐渐加大，后半夜至明天白天有北风4～5级阵风7级，明天夜间减小为3～4级。	",风力较大，天干物燥，火险气象风险等级高，建议做好城乡和森林防火工作，注意用火安全。
今天夜间开始我区风力逐渐加大，后半夜至明天白天有北风4～5级阵风7级，明天夜间减小为3～4级。,防范大风对交通、城市建筑、设施农业等的不利影响。
"过程降温幅度4～6℃。16日白天最高气温将降至0℃左右，夜间最低气温可达-11℃。	",近期冷空气活动频繁，气温波动较大，建议供热部门适时调节供水温度；相关部门做好供电、供气等公共设施的安全保障工作。
过程降温幅度4～6℃。16日白天最高气温将降至0℃左右，夜间最低气温可达-11℃。,需防范降温对人体健康及疫情防控造成的不利影响。
"明天夜间开始我区风力逐渐加大，后半夜至28日上午有西北风5～6级阵风7～8级，下午减小为3～4级。	",风力较大，天干物燥，火险气象等级高，建议做好城乡和森林防火工作，注意用火安全。
"明天夜间开始我区风力逐渐加大，后半夜至28日上午有西北风5～6级阵风7～8级，下午减小为3～4级。	",防范大风对交通、城市建筑、设施农业等的不利影响。
"气温下降6～8℃。28日白天最高气温将降至-1℃左右，夜间最低气温达到-12℃左右。	",气温下降，建议供热部门适时调节供水温度；相关部门做好供电、供气等公共设施的安全保障工作。
"气温下降6～8℃。28日白天最高气温将降至-1℃左右，夜间最低气温达到-12℃左右。	",防范降温天气对疫情防控和人体健康的不利影响。
"明天夜间开始我区风力逐渐加大，后半夜至2月1日上午有西北风5～6级阵风7级，下午减小为4～5级。	",风力较大，天干物燥，火险气象等级高，建议做好城乡和森林防火工作，注意用火安全。
明天夜间开始我区风力逐渐加大，后半夜至2月1日上午有西北风5～6级阵风7级，下午减小为4～5级。,防范大风对交通、城市建筑、设施农业等的不利影响。
"气温下降4～6℃。2月1日白天最高气温将降至3℃左右，夜间最低气温为-10℃左右。	",气温下降，建议供热部门适时调节供水温度；相关部门做好供电、供气等公共设施的安全保障工作。
"气温下降4～6℃。2月1日白天最高气温将降至3℃左右，夜间最低气温为-10℃左右。	",防范大风降温天气对疫情防控和人体健康的不利影响。
今天白天我区阴有小雨，大部分地区前半夜转为雨夹雪，后半夜转为纯雪。过程累计降水量5～15毫米，其中降雪以小到中雪为主，预计为2～5毫米，积雪深度1～3厘米。,雨雪将导致路面湿滑，部分路段出现道路结冰，建议相关部门做好融雪除冰工作，并加强对明天早高峰的交通疏导，防范雨雪天气对交通运输和城市运行等带来的不利影响。
今天傍晚到夜间我区东部地区将有东北风4-5级阵风6级，今天9时40分已发布陆地大风蓝色预警信号。,防范大风对交通、城市建筑、设施农业的不利影响。
过程降温幅度6～8℃，明天白天最高气温4℃，夜间最低气温-9℃。,气温下降，建议供热部门适时调节供水温度；相关部门做好供电、供气等公共设施的安全保障工作。
未来三天我区雾、霾天气仍将持续，能见度较低。预计今天傍晚至明天早晨大部分地区将有中到重度霾。,低能见度天气将对交通运输造成一定影响，建议相关部门提前采取应对措施。
"未来三天我区雾、霾天气仍将持续，能见度较低。预计今天傍晚至明天早晨大部分地区将有中到重度霾。	",雾、霾天气将对人体健康产生一定影响，建议减少户外活动，外出时加强防护。
明天下午至后天为轻度霾。期间，后半夜至早晨大部分地区有轻雾，局地有能见度小于1000米的大雾。,低能见度天气将对交通运输造成一定影响，建议相关部门提前采取应对措施。
明天下午至后天为轻度霾。期间，后半夜至早晨大部分地区有轻雾，局地有能见度小于1000米的大雾。,雾、霾天气将对人体健康产生一定影响，建议减少户外活动，外出时加强防护。
6日白天我区有西北风6～7级阵风8～9级，夜间至7日白天风力减小为4～6级阵风7级，7日夜间至8日仍有偏北风3～4级。,风力较大，天干物燥，火险气象风险等级高，建议做好城乡和森林防火工作，注意用火安全。
6日白天我区有西北风6～7级阵风8～9级，夜间至7日白天风力减小为4～6级阵风7级，7日夜间至8日仍有偏北风3～4级。,防范大风对交通、城市建筑、设施农业的不利影响。
过程降温幅度6～8℃，但由于前期温度较低，最低气温将创入冬以来新低，风寒效应明显，体感更加寒冷。预计6日至7日白天最高气温-8℃～-9℃，夜间最低气温将降至-17℃～-19℃。8日白天最高气温略回升至-5℃左右。,近期冷空气活动频繁，气温持续较低，建议供热部门适时调节供水温度；相关部门做好供电、供气等公共设施的安全保障工作。
过程降温幅度6～8℃，但由于前期温度较低，最低气温将创入冬以来新低，风寒效应明显，体感更加寒冷。预计6日至7日白天最高气温-8℃～-9℃，夜间最低气温将降至-17℃～-19℃。8日白天最高气温略回升至-5℃左右。,需防范低温对人体健康及疫情防控造成的不利影响。
28日（周日）早晨开始我区自西向东阴有小雨，前半夜自北向南逐渐转为雨夹雪，后半夜转为雪，3月1日（周一）早晨大部分地区降水结束。雨雪累计量10～20毫米，其中降雪量2～5毫米，积雪深度1～3厘米。,雨雪将导致路面积雪和道路结冰，对3月1日（周一）早高峰造成不利影响，建议相关部门防范雨雪天气对交通运输和城市运行等带来的不利影响。
28日（周日）夜间我区将有东北风4～5级阵风6级。,防范大风对交通、城市建筑、设施农业的不利影响。
预计今天夜间我区有轻雾或雾，部分地区能见度不足1公里，后半夜有浮尘。明天早晨开始西北风逐渐加大到5～6级，阵风7～8级。,加强沙尘天气防护。提前关闭门窗，做好精密仪器的密封工作；尽量减少室外活动，外出时注意携带口罩、纱巾等防尘用品。 
明天早晨开始西北风逐渐加大到5～6级，阵风7～8级。,风力较大，需提前加固设施大棚、围板、棚架、广告牌等易被风吹动的搭建物，做好户外高空作业安全防护等工作。
15日（周四）上午开始我区风力逐渐加大，白天有西南风5～6级阵风7级，傍晚到前半夜转为西北风6～7级阵风9～10级，并伴有沙尘天气，能见度降至6～8公里；,风力大，城乡和森林火险气象等级高，建议加强林区巡查和火源管控，做好林区和周边防火及应对处置准备工作。
15日（周四）上午开始我区风力逐渐加大，白天有西南风5～6级阵风7级，傍晚到前半夜转为西北风6～7级阵风9～10级，并伴有沙尘天气，能见度降至6～8公里；,需提前加固设施大棚、围板、棚架、广告牌等易被大风吹动的搭建物，妥善安置易受大风影响的室外物品；做好户外高空作业及室外高空游乐项目安全防护等工作。
15日（周四）上午开始我区风力逐渐加大，白天有西南风5～6级阵风7级，傍晚到前半夜转为西北风6～7级阵风9～10级，并伴有沙尘天气，能见度降至6～8公里；,"加强沙尘天气防护,外出时注意携带口罩、纱巾等防尘用品；降雨将导致道路湿滑，建议加强晚高峰交通疏导。"
明天（周四）白天至前半夜西南风转西北风6～7级阵风9～10级，下午有扬沙天气，能见度3～5公里；明天后半夜至后天（周五）西北风到西风4～5级阵风7～8级。,风力较大，需提前加固设施大棚、围板、棚架、广告牌等易被大风吹动的搭建物；做好户外高空作业及室外高空游乐项目安全防护等工作。
明天（周四）白天气温持续升高，最高气温可达29℃，后天（周五）最高气温将下降至23℃。,城市和森林火险气象等级高，建议加强巡查和火源管控，做好防火及应对处置准备工作。
19日凌晨我区开始出现降雨，20日中午前后降雨自西南向东北趋于结束，强降雨主要集中在19日下午至夜间，累计雨量可达大到暴雨，局地大暴雨。全区平均降雨量40～70毫米，局地100毫米以上，最大小时降雨量20～40毫米。,强降雨将导致城区低洼地区、道桥涵洞出现积水，建议提前做好排水准备；公众出行避免前往道桥涵洞等低洼地区，勿涉水行车。
19日夜间至20日白天有偏北风5～6级阵风7～8级，20日夜间大风减弱。,提前加固设施大棚、室外搭建物和广告牌，做好户外高空作业安全防护等工作。
预计今天后半夜有阵风6～8级，3日夜间至4日有偏北风4～6级阵风7～8级。,风力较大，需提前加固设施大棚、室外搭建物和广告牌，做好户外高空作业安全防护等工作。
受降雨及冷空气的共同影响，5日开始我区气温明显下降，降温幅度6～10℃，最高气温降至15℃左右，最低气温降至8～12℃。,假日中后期气温明显下降，市民外出注意添衣保暖。
预计今天至7日海河流域有降水天气，北三河下游降水量30～50毫米，局部地区50～80毫米；最大小时降雨量20～40毫米。,假日期间出现连续降雨，将导致路面湿滑、能见度降低，驾车出行注意安全。
预计今天至7日海河流域有降水天气，北三河下游降水量30～50毫米，局部地区50～80毫米；最大小时降雨量20～40毫米。,受持续降雨影响，建议加强地质灾害隐患点的巡查和监测，防范滑坡、崩塌等次生灾害发生。避免前往山区景区、河道、地质灾害隐患区域。
6日中午开始我区自北向南出现降雨，白天以小雨为主（3～8毫米）；夜间雨转雨夹雪（15～25毫米）；7日早晨转纯雪，傍晚结束，为中到大雪（3～8毫米），积雪深度2～4厘米。过程累计降水量20～40毫米。,加强交通管理，防范雨雪天气导致的道路湿滑、积雪结冰等不利影响。
6日午后开始气温持续下降，7日白天降至-1℃左右，8日早晨最低气温-4℃，过程降温幅度9～12℃，局地14℃。,气温明显下降，供热部门根据气温变化适时调节供水温度；电力负荷明显增加，相关部门要做好能源调度和供应保障。
6日午后开始气温持续下降，7日白天降至-1℃左右，8日早晨最低气温-4℃，过程降温幅度9～12℃，局地14℃。,体感寒冷，外出注意防寒保暖，以防感冒；气温骤降且伴有大风，诱发脑卒中的气象风险高，关注“脑卒中气象风险预警”，做好防护。
6日夜间至7日白天将有西北风5～6级阵风7～8级。,风力较大，需提前加固室外搭建物和广告牌，做好户外高空作业安全防护等。
